,World Rank,University Name,City,Country,Overall Score,Academic Reputation,Employer Reputation,Citations per Faculty,Faculty Students Ratio,International Students Ratio,International Faculty Ratio,International Research Network,Employment Outcomes,Total students count,UG student % (Domestic),PG student % (Domestic),International students count,UG student % (International),PG student % (International),Total faculty staff count,Domestic staff %,International staff %
866,801-1000,Mendel University in Brno,Brno,Czechia,0.0,6.4,6.5,3.6,42.2,39.5,9.4,46.0,10.7,8187,71.0,29.0,1452,58.0,42.0,1209,94.0,6.0
867,801-1000,NJSC KIMEP University,Almaty,Kazakhstan,0.0,6.2,12.9,3.0,22.8,16.8,80.6,1.8,79.0,1683,92.0,8.0,186,85.0,15.0,129,70.0,30.0
868,801-1000,Nanjing Agricultural University,Nanjing,China,0.0,4.8,1.8,46.3,7.9,1.6,0.0,41.5,2.5,25076,,,275,,,0,,
869,801-1000,Nanjing University of Aeronautics and Astronautics,Nanjing,China,0.0,3.1,2.7,39.7,14.3,3.6,6.3,47.5,2.4,30178,64.0,36.0,1076,69.0,31.0,2129,95.0,5.0
870,801-1000,National Chung Cheng University,Minxiong Township,Taiwan,0.0,12.5,19.6,5.7,21.5,5.0,3.6,12.3,6.3,8620,68.0,32.0,420,54.0,46.0,699,98.0,2.0
871,801-1000,"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,India,0.0,2.8,3.3,43.1,16.4,5.4,0.0,33.9,9.5,5515,71.0,29.0,126,96.0,4.0,408,,
872,801-1000,Nicolaus Copernicus University,Toruń,Poland,0.0,7.3,3.0,4.5,45.1,3.9,3.6,71.5,5.2,20096,48.0,52.0,789,31.0,69.0,2134,98.0,2.0
873,801-1000,Northern Borders University,Arar,Saudi Arabia,0.0,7.9,4.3,1.9,23.3,0.0,98.2,11.0,5.3,13924,100.0,0.0,769,100.0,0.0,1161,56.0,44.0
874,801-1000,Northwest Agriculture and Forestry University,Yangling,China,0.0,3.1,1.1,21.8,32.3,1.5,0.0,38.2,2.4,30178,70.0,30.0,293,5.0,95.0,2825,98.0,2.0
875,801-1000,Northwest University (China),Xi'an,China,0.0,3.1,1.3,12.9,53.8,3.1,4.2,24.5,4.0,22662,58.0,42.0,702,61.0,39.0,2592,97.0,3.0
876,801-1000,Notre Dame University-Louaize NDU,Koura,Lebanon,0.0,4.5,12.3,3.6,31.8,24.1,77.0,8.2,11.7,4195,96.0,4.0,566,96.0,4.0,395,74.0,26.0
877,801-1000,Nottingham Trent University,Nottingham,United Kingdom,0.0,9.7,20.2,6.5,9.7,50.6,58.2,76.8,58.2,34265,88.0,12.0,7015,73.0,27.0,2108,77.0,23.0
878,801-1000,Novosibirsk State Technical University,Novosibirsk,Russia,0.0,6.7,7.0,1.9,31.5,43.6,3.1,11.3,4.2,11333,82.0,18.0,2126,86.0,14.0,1203,98.0,2.0
879,801-1000,Oklahoma State University,Stillwater,United States,0.0,9.3,10.3,16.1,11.7,7.2,55.8,60.0,17.4,21562,86.0,14.0,1395,47.0,53.0,1376,78.0,22.0
880,801-1000,Perm State National Research University,Perm,Russia,0.0,4.5,1.6,1.5,41.7,6.6,2.0,4.9,9.4,8695,70.0,30.0,527,65.0,35.0,895,99.0,1.0
881,801-1000,Pondicherry University,Puducherry,India,0.0,3.0,2.1,42.9,5.7,1.3,2.9,17.2,8.4,6720,25.0,75.0,48,0.0,100.0,313,98.0,2.0
882,801-1000,Pontificia Universidad Católica del Ecuador (PUCE),Quito,Ecuador,0.0,14.9,16.3,1.3,10.0,1.7,21.7,20.2,11.2,25209,83.0,17.0,299,89.0,11.0,1559,88.0,12.0
883,801-1000,Pontifícia Universidade Católica de São Paulo,São Paulo,Brazil,0.0,11.4,14.5,1.2,31.2,1.3,5.3,0.0,30.8,7035,64.0,36.0,44,50.0,50.0,733,96.0,4.0
884,801-1000,Poznan University of Technology,Poznan,Poland,0.0,6.8,7.0,6.4,30.5,3.4,2.3,54.5,5.1,13328,82.0,18.0,448,71.0,29.0,1272,99.0,1.0
885,801-1000,Prince of Songkla University,Hat Yai,Thailand,0.0,18.2,12.1,3.1,17.3,2.1,4.8,47.9,4.8,32779,91.0,9.0,609,42.0,58.0,2517,97.0,3.0
886,801-1000,Princess Sumaya University for Technology,Amman,Jordan,0.0,6.2,12.3,4.5,12.3,37.8,55.0,8.0,55.0,2592,93.0,7.0,448,95.0,5.0,169,79.0,21.0
887,801-1000,Qassim University,Buraydah,Saudi Arabia,0.0,4.7,1.9,1.4,27.7,8.7,98.2,33.1,98.2,39501,94.0,6.0,2901,95.0,5.0,4148,56.0,44.0
888,801-1000,"Queen Margaret University , Edinburgh",Musselburgh,United Kingdom,0.0,3.7,3.7,15.0,5.2,82.8,57.2,6.7,3.2,4604,75.0,25.0,1361,70.0,30.0,222,77.0,23.0
889,801-1000,Rhodes University,Grahamstown,South Africa,0.0,6.7,9.8,21.5,16.3,38.2,0.0,37.1,50.0,6496,76.0,24.0,1103,,,512,,
890,801-1000,Riga Stradins University,Riga,Latvia,0.0,6.7,10.2,2.2,18.4,86.5,15.2,13.9,25.7,7709,31.0,69.0,2399,0.0,100.0,593,91.0,9.0
891,801-1000,Ritsumeikan Asia Pacific University,Beppu City,Japan,0.0,3.9,10.4,2.7,2.5,99.9,99.4,5.7,99.4,5672,97.0,3.0,2735,93.0,7.0,189,53.0,47.0
892,801-1000,Robert Gordon University,Aberdeen,United Kingdom,0.0,3.1,11.9,5.1,5.2,69.8,61.8,22.4,6.3,11039,82.0,18.0,2821,64.0,36.0,531,76.0,24.0
893,801-1000,Russian Presidential Academy of National Economy and Public Administration,Moscow,Russia,0.0,4.6,6.4,1.2,50.3,3.3,2.3,14.9,9.3,46791,69.0,31.0,1517,71.0,29.0,5195,99.0,1.0
894,801-1000,Russian-Armenian University (RAU),Yerevan,Armenia,0.0,5.5,9.2,1.4,18.6,72.6,10.0,6.2,99.6,3898,76.0,24.0,1021,81.0,19.0,240,93.0,7.0
895,801-1000,Rutgers University–Newark,Newark,United States,0.0,11.0,7.2,15.4,14.4,36.1,28.6,27.2,56.8,10819,76.0,24.0,2326,41.0,59.0,764,86.0,14.0
896,801-1000,Toronto Metropolitan University,Toronto,Canada,0.0,6.6,22.6,29.0,1.8,4.1,0.0,67.8,13.8,32129,94.0,6.0,1374,82.0,18.0,877,,
897,801-1000,Saint-Petersburg Mining University,St. Petersburg,Russia,0.0,2.8,3.4,2.0,46.5,19.7,15.2,11.2,4.9,8438,87.0,13.0,1020,73.0,27.0,1750,91.0,9.0
898,801-1000,Shinshu University,Matsumoto City,Japan,0.0,2.8,2.6,12.5,35.0,3.1,6.5,37.6,4.1,10799,82.0,18.0,330,50.0,50.0,1041,95.0,5.0
899,801-1000,Shoolini University of Biotechnology and Management Sciences,Solan,India,0.0,6.5,19.2,29.9,9.3,1.9,13.5,22.3,16.4,3756,69.0,31.0,58,50.0,50.0,227,92.0,8.0
900,801-1000,Slovak University of Technology in Bratislava,Bratislava,Slovakia,0.0,9.0,6.3,3.9,37.2,3.0,2.3,50.6,22.0,13108,61.0,39.0,375,64.0,36.0,1255,99.0,1.0
901,801-1000,Sophia University,Tokyo,Japan,0.0,10.8,20.2,2.4,20.0,14.3,36.8,13.7,11.4,13305,90.0,10.0,1340,55.0,45.0,1055,83.0,17.0
902,801-1000,South Ural State University (National Research University),Chelyabinsk,Russia,0.0,7.6,4.4,2.3,42.1,18.1,10.8,64.9,4.8,13769,66.0,34.0,1587,73.0,27.0,1423,93.0,7.0
903,801-1000,Southern Methodist University,Dallas,United States,0.0,4.7,5.4,9.8,32.8,12.0,11.4,37.3,53.0,10315,65.0,35.0,927,41.0,59.0,971,93.0,7.0
904,801-1000,Sumy State University,Sumy,Ukraine,0.0,4.7,3.8,2.1,45.0,64.6,3.2,17.9,15.4,8452,49.0,51.0,2041,11.0,89.0,896,98.0,2.0
905,801-1000,MATE Hungarian University of Agriculture and Life Sciences,Budapest,Hungary,0.0,5.2,4.0,2.6,42.8,32.2,1.7,52.0,18.1,9795,90.0,10.0,1550,76.0,24.0,1123,99.0,1.0
906,801-1000,Szechenyi Istvan University (University of Gyor),Győr,Hungary,0.0,6.8,17.9,1.5,29.2,6.7,1.7,6.0,20.7,8304,78.0,22.0,508,50.0,50.0,662,99.0,1.0
907,801-1000,TU Dortmund University,Dortmund,Germany,0.0,13.6,8.4,8.0,18.2,23.0,22.5,68.3,5.1,20314,80.0,20.0,2682,73.0,27.0,2206,88.0,12.0
908,801-1000,Technical University of Kosice,Košice,Slovakia,0.0,6.3,1.3,4.8,28.9,50.3,1.8,39.0,23.1,9036,68.0,32.0,1844,79.0,21.0,812,99.0,1.0
909,801-1000,Technical University of Liberec,Liberec,Czechia,0.0,4.0,2.8,4.2,48.3,11.3,17.8,25.8,14.0,5294,73.0,27.0,461,61.0,39.0,578,90.0,10.0
910,801-1000,Technological University Dublin,Dublin,Ireland,0.0,11.4,14.6,3.4,12.0,45.8,33.3,27.6,13.8,21363,86.0,14.0,4118,71.0,29.0,1417,84.0,16.0
911,801-1000,Tecnológico de Costa Rica -TEC,Cartago,Costa Rica,0.0,7.9,36.7,1.4,21.5,2.4,7.9,7.3,83.7,9842,85.0,15.0,215,70.0,30.0,799,94.0,6.0
912,801-1000,Tokyo University of Science,Kagurazaka,Japan,0.0,10.8,46.2,14.5,11.2,3.8,12.5,27.7,60.8,17644,83.0,17.0,676,80.0,20.0,1141,92.0,8.0
913,801-1000,UNIVERSITY OF GDANSK,Gdańsk,Poland,0.0,11.3,4.1,3.9,29.9,2.8,5.0,71.8,5.5,18823,58.0,42.0,515,47.0,53.0,1768,96.0,4.0
914,801-1000,Ufa State Aviation Technical University,Russia,Russia,0.0,3.2,2.0,1.5,63.9,2.5,1.2,5.3,4.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
915,801-1000,Universidad Autónoma Metropolitana (UAM),Mexico City,Mexico,0.0,23.0,17.8,2.7,5.1,1.3,9.2,31.8,4.5,60865,94.0,6.0,363,33.0,67.0,2776,94.0,6.0
916,801-1000,Universidad Autónoma del Estado de Hidalgo (UAEH),Pachuca,Mexico,0.0,3.8,7.7,1.4,52.0,1.8,2.5,9.6,2.5,26996,97.0,3.0,372,98.0,2.0,3042,98.0,2.0
917,801-1000,Universidad Autónoma del Estado de México (UAEMex),Toluca de Lerdo,Mexico,0.0,21.7,11.2,1.5,5.2,1.1,2.0,20.1,4.1,69078,95.0,5.0,219,89.0,11.0,3214,99.0,1.0
918,801-1000,Universidad Diego Portales (UDP),Santiago,Chile,0.0,14.6,24.4,5.1,9.8,2.8,12.0,29.6,5.2,17781,92.0,8.0,483,82.0,18.0,1097,92.0,8.0
919,801-1000,Universidad EAFIT,Medellin,Colombia,0.0,11.9,49.4,2.5,4.4,1.5,4.6,8.5,22.4,11298,85.0,15.0,100,76.0,24.0,557,97.0,3.0
920,801-1000,Universidad Nacional Mayor de San Marcos,Lima,Peru,0.0,20.3,34.0,1.3,6.3,0.0,0.0,15.6,9.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
921,801-1000,Universidad Nacional de Córdoba - UNC,Córdoba,Argentina,0.0,22.5,13.0,1.7,9.4,1.6,1.5,42.3,5.4,119259,92.0,8.0,1385,63.0,37.0,6442,99.0,1.0
922,801-1000,Universidad Nacional de Rosario (UNR),Rosario,Argentina,0.0,20.1,9.4,1.2,24.6,8.0,0.0,18.7,4.5,100435,85.0,15.0,6977,77.0,23.0,10707,,
923,801-1000,Universidad Nacional de San Luis,San Luis,Argentina,0.0,4.1,2.0,1.3,60.4,0.0,0.0,12.0,3.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
924,801-1000,Universidad Simón Bolívar (USB),Caracas,Venezuela,0.0,15.6,31.3,2.7,9.4,1.0,1.7,18.3,0.0,10000,92.0,8.0,3,0.0,100.0,754,99.0,1.0
925,801-1000,Universidad Tecnológica Nacional (UTN),Buenos Aires,Argentina,0.0,3.7,27.2,1.1,46.8,1.7,0.0,15.4,4.6,70627,96.0,4.0,823,,,8022,,
926,801-1000,Universidad Torcuato Di Tella,Buenos Aires,Argentina,0.0,11.3,26.7,4.7,17.4,19.9,44.2,3.7,93.2,2480,76.0,24.0,117,57.0,43.0,187,81.0,19.0
927,801-1000,Universidad de Guadalajara (UDG),Guadalajara,Mexico,0.0,20.3,11.9,1.3,23.3,1.1,2.7,43.9,2.7,140348,96.0,4.0,415,39.0,61.0,11703,98.0,2.0
928,801-1000,Universidad de Los Andes - (ULA) Mérida,Merida,Venezuela,0.0,14.3,17.7,1.3,20.6,2.0,1.4,13.5,17.0,24372,79.0,21.0,425,49.0,51.0,2085,100.0,0.0
929,801-1000,"Universidad de Oriente, Santiago de Cuba",Santiago de Cuba,Cuba,0.0,11.8,20.8,1.2,22.5,0.0,0.0,7.6,34.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
930,801-1000,Universidad de las Américas Puebla (UDLAP),Cholula,Mexico,0.0,7.5,18.4,1.8,35.4,8.4,25.9,9.3,25.9,5985,94.0,6.0,429,92.0,8.0,669,87.0,13.0
931,801-1000,Universidad de los Andes - Chile,Santiago,Chile,0.0,13.9,26.8,3.4,9.5,2.9,12.9,14.6,6.8,9946,83.0,17.0,285,75.0,25.0,606,92.0,8.0
932,801-1000,Universidad del Valle,Cali,Colombia,0.0,18.0,16.9,2.2,7.7,1.2,3.0,19.1,12.7,33442,91.0,9.0,158,97.0,3.0,1891,98.0,2.0
933,801-1000,Universidade Católica Portuguesa - UCP,Lisbon,Portugal,0.0,13.0,12.9,5.8,13.1,16.7,8.7,35.1,29.7,11855,59.0,41.0,1933,40.0,60.0,810,91.0,9.0
934,801-1000,Universidade Federal de Santa Catarina,Florianópolis,Brazil,0.0,19.5,4.9,6.7,20.1,2.0,4.2,54.3,10.1,35163,76.0,24.0,578,56.0,44.0,2942,97.0,3.0
935,801-1000,Universidade Federal de São Carlos (UFSCar),São Paulo,Brazil,0.0,13.2,5.3,15.9,17.8,1.8,3.0,32.1,4.2,16629,71.0,29.0,236,25.0,75.0,1265,98.0,2.0
936,801-1000,Universidade Federal do Paraná - UFPR,Curitiba,Brazil,0.0,12.9,6.7,5.0,23.1,1.1,3.2,47.7,2.7,32863,83.0,17.0,91,85.0,15.0,3074,98.0,2.0
937,801-1000,Universidade de Brasília,Brasília,Brazil,0.0,25.0,7.6,4.3,10.8,2.6,11.1,62.1,12.8,44903,76.0,24.0,1140,64.0,36.0,2871,93.0,7.0
938,801-1000,Universita' Politecnica delle Marche,Ancona,Italy,0.0,5.3,2.5,50.8,10.4,4.7,4.8,80.7,4.2,10200,69.0,31.0,468,59.0,41.0,644,97.0,3.0
939,801-1000,Universita' degli Studi di Ferrara,Ferrara,Italy,0.0,5.4,2.6,42.5,2.5,4.6,3.6,83.7,3.5,22392,69.0,31.0,1015,59.0,41.0,748,97.0,3.0
940,801-1000,Universitas Brawijaya,Malang,Indonesia,0.0,15.0,24.5,1.3,9.9,1.6,5.8,8.5,6.3,48546,88.0,12.0,567,60.0,40.0,3801,96.0,4.0
941,801-1000,Universiti Malaysia Pahang,Kuantan,Malaysia,0.0,9.2,8.4,23.9,15.5,10.7,29.7,58.2,29.7,8433,88.0,12.0,711,47.0,53.0,611,86.0,14.0
942,801-1000,Universiti Malaysia Perlis,Kangar,Malaysia,0.0,6.3,4.7,6.6,31.9,5.1,2.3,36.6,2.3,10662,87.0,13.0,531,41.0,59.0,806,99.0,1.0
943,801-1000,Universiti Pendidikan Sultan Idris (UPSI),Tanjong Malim,Malaysia,0.0,10.9,6.5,2.3,23.3,17.9,22.6,11.9,8.3,9284,83.0,17.0,1063,33.0,67.0,774,88.0,12.0
944,801-1000,Universiti Tunku Abdul Rahman (UTAR),Kampar,Malaysia,0.0,11.4,32.1,4.6,10.4,3.4,9.8,26.0,6.8,17683,96.0,4.0,608,68.0,32.0,1114,93.0,7.0
945,801-1000,University at Albany SUNY,Albany,United States,0.0,8.3,7.9,43.3,6.0,8.0,6.0,70.2,12.3,15504,80.0,20.0,1073,51.0,49.0,795,96.0,4.0
946,801-1000,University of Alicante,Alicante,Spain,0.0,12.7,6.5,8.4,22.5,15.4,5.3,82.6,8.8,22506,87.0,13.0,2363,69.0,31.0,1855,96.0,4.0
947,801-1000,University of Baghdad,Baghdad,Iraq,0.0,9.1,9.5,1.4,40.1,1.1,1.8,30.9,38.7,73873,83.0,17.0,120,78.0,22.0,7836,99.0,1.0
948,801-1000,University of Bahrain,Zallaq,Bahrain,0.0,10.5,8.6,2.0,8.0,21.7,90.4,24.2,1.0,22403,95.0,5.0,1908,94.0,6.0,1283,66.0,34.0
949,801-1000,University of Bari,Bari,Italy,0.0,11.9,3.1,23.6,4.4,2.1,5.8,82.0,3.3,31015,63.0,37.0,566,46.0,54.0,1396,96.0,4.0
950,801-1000,University of Brescia,Brescia,Italy,0.0,3.6,2.0,46.0,6.5,7.2,5.1,58.5,6.1,11335,63.0,37.0,719,60.0,40.0,655,96.0,4.0
951,801-1000,University of Brighton,Brighton,United Kingdom,0.0,8.3,5.7,12.3,10.8,56.5,57.6,67.2,8.9,14801,87.0,13.0,3245,82.0,18.0,945,77.0,23.0
952,801-1000,University of Calcutta,Kolkata,India,0.0,14.4,5.9,20.4,5.8,1.3,21.6,38.5,54.1,14972,19.0,81.0,77,9.0,91.0,755,88.0,12.0
953,801-1000,University of Central Florida,Orlando,United States,0.0,14.2,25.7,26.0,2.9,4.8,14.7,77.4,11.8,56091,88.0,12.0,2631,61.0,39.0,2047,91.0,9.0
954,801-1000,University of Central Lancashire,Preston,United Kingdom,0.0,5.0,4.6,5.9,13.0,72.6,36.0,60.9,36.0,22161,78.0,22.0,6114,58.0,42.0,1407,84.0,16.0
955,801-1000,University of Dhaka,Dhaka,Bangladesh,0.0,19.4,34.2,2.4,12.9,1.1,1.8,27.6,56.3,33360,80.0,20.0,48,56.0,44.0,2268,99.0,1.0
956,801-1000,University of Dubai,Dubai,United Arab Emirates,0.0,3.8,5.0,8.5,11.3,78.8,100.0,8.1,82.1,806,85.0,15.0,184,93.0,7.0,56,2.0,98.0
957,801-1000,University of East London,London,United Kingdom,0.0,3.5,3.3,8.0,4.4,99.6,75.2,22.6,8.5,14693,68.0,32.0,7577,55.0,45.0,575,72.0,28.0
958,801-1000,University of Engineering & Technology (UET) Lahore,Lahore,Pakistan,0.0,7.6,42.9,4.7,15.4,4.3,1.1,38.2,34.8,13163,81.0,19.0,559,98.0,2.0,950,100.0,0.0
959,801-1000,University of Greenwich,Greenwich,United Kingdom,0.0,4.0,5.9,9.7,5.7,99.6,90.5,75.0,8.8,19355,80.0,20.0,8931,71.0,29.0,946,64.0,36.0
960,801-1000,University of Hartford,West Hartford,United States,0.0,4.7,14.6,2.2,31.8,7.6,22.7,7.7,16.6,5330,78.0,22.0,358,63.0,37.0,496,88.0,12.0
961,801-1000,University of Hertfordshire,Hatfield,United Kingdom,0.0,4.1,4.7,6.3,8.1,97.2,57.9,51.4,9.5,22198,74.0,26.0,9293,57.0,43.0,1275,77.0,23.0
962,801-1000,University of Hohenheim,Stuttgart,Germany,0.0,9.0,4.3,30.4,8.4,25.4,28.4,79.8,5.2,8965,58.0,42.0,1282,32.0,68.0,793,86.0,14.0
963,801-1000,University of Hradec Kralove,Hradec Králové,Czechia,0.0,4.6,1.2,3.8,35.2,3.1,29.6,26.1,29.6,5030,70.0,30.0,149,66.0,34.0,475,85.0,15.0
964,801-1000,University of Idaho,Moscow,United States,0.0,3.3,2.1,38.0,15.5,5.0,4.5,46.7,7.6,8337,78.0,22.0,404,41.0,59.0,604,97.0,3.0
965,801-1000,University of Kwazulu-Natal,Pinetown,South Africa,0.0,12.5,11.0,19.8,6.3,2.2,29.7,84.4,43.9,30752,84.0,16.0,601,28.0,72.0,1606,86.0,14.0
966,801-1000,University of Lincoln,Lincoln,United Kingdom,0.0,5.6,7.2,9.0,11.6,21.5,67.7,40.4,67.7,15060,87.0,13.0,1946,73.0,27.0,1037,74.0,26.0
967,801-1000,University of Lodz,Lodz,Poland,0.0,11.2,4.0,3.2,37.1,10.4,3.1,59.8,14.5,21317,64.0,36.0,1759,69.0,31.0,2099,98.0,2.0
968,801-1000,School of Public Health and Information Sciences University of Louisville,Louisville,United States,0.0,3.1,6.8,20.5,20.5,3.0,52.1,53.7,14.4,17437,72.0,28.0,523,30.0,70.0,1392,79.0,21.0
969,801-1000,University of Malta,Msida,Malta,0.0,4.7,3.2,6.8,40.8,12.5,16.5,63.9,91.9,8814,78.0,22.0,816,59.0,41.0,900,90.0,10.0
970,801-1000,University of Maribor,Maribor,Slovenia,0.0,6.6,3.7,7.8,34.2,14.7,2.1,57.7,83.5,12690,69.0,31.0,1355,76.0,24.0,1199,99.0,1.0
971,801-1000,"University of Maryland, Baltimore County",Baltimore,United States,0.0,10.7,6.7,20.2,15.1,10.8,49.0,42.0,13.6,11457,85.0,15.0,973,40.0,60.0,844,75.0,25.0
972,801-1000,University of Messina (UniME),Messina,Italy,0.0,7.2,1.9,32.1,12.0,3.2,1.5,74.1,3.8,15135,80.0,20.0,483,71.0,29.0,1003,99.0,1.0
973,801-1000,University of Mississippi,Oxford,United States,0.0,3.7,4.8,8.8,42.7,3.1,10.0,57.0,6.0,19104,80.0,20.0,578,33.0,67.0,1985,93.0,7.0
974,801-1000,University of Modena and Reggio Emilia,Modena,Italy,0.0,8.3,3.3,47.8,2.3,4.2,4.4,67.6,12.4,26037,58.0,42.0,1082,62.0,38.0,807,97.0,3.0
975,801-1000,University of Murcia,Murcia,Spain,0.0,12.2,2.1,6.1,31.3,8.4,6.4,76.2,4.4,26066,86.0,14.0,1878,78.0,22.0,2413,95.0,5.0
976,801-1000,University of New England Australia,Armidale,Australia,0.0,10.1,6.5,35.7,1.7,4.4,3.2,56.5,6.8,23192,,,1003,,,575,,
977,801-1000,University of New Hampshire,Durham,United States,0.0,5.5,6.0,28.5,10.8,4.3,6.1,58.3,12.3,13306,86.0,14.0,568,48.0,52.0,925,95.0,5.0
978,801-1000,University of Parma,Parma,Italy,0.0,9.3,2.8,33.8,2.8,7.1,2.2,72.7,9.1,28169,63.0,37.0,1801,65.0,35.0,1007,99.0,1.0
979,801-1000,University of Patras,Patras,Greece,0.0,11.7,21.1,22.8,2.6,5.4,1.6,74.8,1.6,30730,86.0,14.0,1601,92.0,8.0,1035,99.0,1.0
980,801-1000,University of Peshawar,Peshawar,Pakistan,0.0,5.4,6.8,15.6,38.6,2.2,0.0,42.7,22.5,6063,,,121,,,606,,
981,801-1000,University of Salford,Salford,United Kingdom,0.0,6.6,4.6,8.4,8.1,59.7,35.4,62.4,7.4,20305,84.0,16.0,4613,67.0,33.0,1151,84.0,16.0
982,801-1000,University of Santo Tomas,Manila,Philippines,0.0,10.8,23.9,1.2,15.4,8.5,40.3,12.1,40.3,26511,92.0,8.0,1916,77.0,23.0,1990,82.0,18.0
983,801-1000,University of Seoul,Seoul,South Korea,0.0,10.1,8.9,8.3,34.0,6.3,3.8,24.0,4.4,8568,82.0,18.0,502,52.0,48.0,857,97.0,3.0
984,801-1000,University of Tulsa,Tulsa,United States,0.0,2.2,3.3,15.7,34.7,16.5,5.1,13.7,40.6,3682,77.0,23.0,397,64.0,36.0,354,96.0,4.0
985,801-1000,University of Tyumen,Tyumen,Russia,0.0,3.3,2.2,1.5,47.2,16.8,5.3,24.6,6.2,11933,70.0,30.0,1316,78.0,22.0,1228,96.0,4.0
986,801-1000,University of Wroclaw,Wroclaw,Poland,0.0,15.0,13.7,4.7,25.6,7.9,5.1,51.2,16.4,19876,59.0,41.0,1371,55.0,45.0,1913,96.0,4.0
987,801-1000,University of Wyoming,Laramie,United States,0.0,2.2,1.8,24.5,24.0,4.5,8.5,55.1,10.5,10106,81.0,19.0,451,40.0,60.0,907,94.0,6.0
988,801-1000,University of Zagreb,Zagreb,Croatia,0.0,15.8,5.5,4.3,28.1,1.6,2.0,92.6,50.7,58474,41.0,59.0,675,17.0,83.0,5051,99.0,1.0
989,801-1000,University of the Punjab,Lahore,Pakistan,0.0,13.5,50.1,8.1,5.4,1.3,3.3,43.7,26.8,26525,77.0,23.0,180,58.0,42.0,1340,98.0,2.0
990,801-1000,University of the West of England,Bristol,United Kingdom,0.0,9.2,9.9,10.7,10.8,66.2,44.4,64.8,3.5,27187,84.0,16.0,6636,72.0,28.0,1736,81.0,19.0
991,801-1000,University of Zilina,Zilina,Slovakia,0.0,4.5,1.0,5.6,52.7,3.0,2.8,20.8,29.4,7541,68.0,32.0,224,71.0,29.0,879,98.0,2.0
992,801-1000,Università degli Studi di Perugia,Perugia,Italy,0.0,8.2,2.1,44.5,3.9,6.6,7.7,75.2,7.1,25449,59.0,41.0,1545,64.0,36.0,1082,95.0,5.0
993,801-1000,Università degli studi Roma Tre,Rome,Italy,0.0,16.8,6.1,16.1,2.3,5.1,10.1,57.2,6.8,33891,59.0,41.0,1679,70.0,30.0,1063,93.0,7.0
994,801-1000,Universität Duisburg-Essen,Duisburg,Germany,0.0,10.9,5.3,13.0,10.0,44.7,38.2,82.9,7.5,41414,66.0,34.0,7880,57.0,43.0,3512,83.0,17.0
995,801-1000,Université de Lorraine,Nancy,France,0.0,12.7,4.3,10.7,6.6,33.6,27.5,91.7,4.6,63802,68.0,32.0,10335,51.0,49.0,3400,86.0,14.0
996,801-1000,Nantes University,Nantes,France,0.0,10.3,2.9,18.0,7.8,15.4,18.6,87.9,4.2,37620,64.0,36.0,3948,54.0,46.0,2129,89.0,11.0
997,801-1000,Université de Rennes 1,Rennes,France,0.0,15.8,3.4,20.9,13.4,13.4,13.9,88.5,5.2,27825,63.0,37.0,2919,34.0,66.0,1765,91.0,9.0
998,801-1000,Verona University,Verona,Italy,0.0,8.4,5.0,37.7,6.1,4.6,5.2,54.2,5.3,17504,63.0,37.0,792,55.0,45.0,905,96.0,4.0
999,801-1000,Viet Nam National University Ho Chi Minh City (VNU-HCM),Ho Chi Minh City,Vietnam,0.0,20.5,18.5,1.8,9.3,1.3,5.3,43.9,33.6,85506,91.0,9.0,523,50.0,50.0,4322,96.0,4.0
1000,801-1000,"Vietnam National University, Hanoi",Hanoi,Vietnam,0.0,16.6,14.7,2.3,12.1,1.3,4.6,56.3,22.9,48483,85.0,15.0,272,36.0,64.0,3061,97.0,3.0
1001,801-1000,Vytautas Magnus University,Kaunas,Lithuania,0.0,11.6,17.9,3.5,14.3,35.4,31.0,29.6,22.4,7950,61.0,39.0,1466,72.0,28.0,736,85.0,15.0
1002,801-1000,Worcester Polytechnic Institute,Worcester,United States,0.0,3.5,6.6,26.4,19.2,26.7,28.9,36.3,27.3,5865,80.0,20.0,839,42.0,58.0,472,86.0,14.0
1003,801-1000,Wroclaw University of Science and Technology (WRUST),Wroclaw,Poland,0.0,11.4,20.4,5.3,30.5,4.7,3.0,66.6,4.6,22967,81.0,19.0,1054,76.0,24.0,2105,98.0,2.0
1004,801-1000,Wuhan University of Technology,Wuhan,China,0.0,5.4,2.1,33.3,13.3,2.9,0.0,57.9,5.3,51497,72.0,28.0,1477,50.0,50.0,3539,97.0,3.0
1005,801-1000,Yamaguchi University,Yamaguchi City,Japan,0.0,3.5,1.6,5.3,46.4,3.4,8.4,25.8,4.2,10187,85.0,15.0,349,25.0,75.0,1094,94.0,6.0
1006,801-1000,Yerevan State University,Armenia,Armenia,0.0,6.2,3.9,1.7,41.0,3.6,4.6,20.6,80.0,12402,84.0,16.0,270,60.0,40.0,1206,97.0,3.0
1007,801-1000,Yeungnam University,Gyeongsan,South Korea,0.0,4.4,3.5,22.0,15.6,6.5,32.8,28.7,3.5,20884,91.0,9.0,1256,62.0,38.0,1517,85.0,15.0
