,World Rank,University Name,City,Country,Overall Score,Academic Reputation,Employer Reputation,Citations per Faculty,Faculty Students Ratio,International Students Ratio,International Faculty Ratio,International Research Network,Employment Outcomes,Total students count,UG student % (Domestic),PG student % (Domestic),International students count,UG student % (International),PG student % (International),Total faculty staff count,Domestic staff %,International staff %
722,701-750,Southern Cross University,Lismore,Australia,0.0,4.1,3.5,34.8,3.9,88.1,73.5,57.3,7.1,9529,80.0,20.0,3034,44.0,56.0,393,72.0,28.0
723,701-750,Stevens Institute of Technology,Hoboken,United States,0.0,2.5,3.4,41.4,5.9,86.3,42.1,27.5,17.0,6175,61.0,39.0,1916,5.0,95.0,314,82.0,18.0
724,701-750,Tallinn University of Technology (TalTech),Tallinn,Estonia,0.0,12.7,10.8,9.4,25.1,37.3,35.2,79.7,84.6,8739,62.0,38.0,1500,38.0,62.0,838,84.0,16.0
725,701-750,Tokushima University,Tokushima City,Japan,0.0,4.5,1.5,8.3,67.4,2.8,3.0,20.6,8.7,7482,80.0,20.0,207,21.0,79.0,955,98.0,2.0
726,701-750,Tokyo Metropolitan University,Tokyo,Japan,0.0,11.7,5.1,26.4,27.7,7.6,6.4,37.8,6.0,9116,75.0,25.0,612,25.0,75.0,808,95.0,5.0
727,701-750,Tokyo University of Agriculture and Technology,Tokyo,Japan,0.0,11.8,5.6,41.9,14.1,6.4,5.6,46.2,5.1,5693,67.0,33.0,336,21.0,79.0,399,96.0,4.0
728,701-750,Universidad Católica del Uruguay (UCU),Montevideo,Uruguay,0.0,11.0,16.1,1.3,49.9,2.8,11.8,6.9,44.5,4029,84.0,16.0,112,70.0,30.0,608,92.0,8.0
729,701-750,Universidad Central de Venezuela,Caracas,Venezuela,0.0,21.2,46.3,1.2,21.4,0.0,0.0,22.0,15.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
730,701-750,Universidad Iberoamericana IBERO,Mexico City,Mexico,0.0,17.5,39.9,1.3,29.3,2.6,6.6,7.1,6.6,12884,88.0,12.0,325,51.0,49.0,1202,95.0,5.0
731,701-750,Universidad San Francisco de Quito (USFQ),Quito,Ecuador,0.0,12.5,17.7,2.2,32.6,2.2,62.9,18.5,19.6,7382,95.0,5.0,143,94.0,6.0,730,76.0,24.0
732,701-750,Universidad de La Sabana,Bogotá,Colombia,0.0,17.3,51.4,1.9,19.9,2.4,8.5,7.5,7.6,11694,83.0,17.0,263,83.0,17.0,923,94.0,6.0
733,701-750,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,0.0,31.0,8.7,8.6,11.8,2.1,9.0,62.8,37.6,49052,69.0,31.0,926,50.0,50.0,3238,94.0,6.0
734,701-750,Universiti Tenaga Nasional (UNITEN),Kajang,Malaysia,0.0,6.9,14.8,11.5,43.7,37.9,8.1,44.7,14.8,4172,80.0,20.0,764,49.0,51.0,465,94.0,6.0
735,701-750,University of Bradford,Bradford,United Kingdom,0.0,8.1,6.4,23.8,7.9,84.3,53.9,57.9,23.5,8988,83.0,17.0,2710,67.0,33.0,501,78.0,22.0
736,701-750,University of Cincinnati,Cincinnati,United States,0.0,12.4,11.0,26.4,23.3,8.3,6.6,80.4,26.1,32517,78.0,22.0,2321,47.0,53.0,2713,95.0,5.0
737,701-750,University of Haifa,Haifa,Israel,0.0,12.9,9.0,21.2,27.5,4.4,15.7,57.0,17.0,17353,45.0,55.0,749,19.0,81.0,927,91.0,9.0
738,701-750,University of Kentucky,Lexington,United States,0.0,11.6,14.9,28.4,21.2,4.4,16.5,82.2,15.6,27329,76.0,24.0,1196,41.0,59.0,2207,90.0,10.0
739,701-750,University of Mons,Mons,Belgium,0.0,5.8,20.5,44.3,3.7,38.7,32.6,45.3,16.8,7715,65.0,35.0,1344,48.0,52.0,316,85.0,15.0
740,701-750,University of New Brunswick,Fredericton,Canada,0.0,4.4,12.1,21.2,24.9,26.9,64.8,52.2,64.8,8307,83.0,17.0,1192,61.0,39.0,709,75.0,25.0
741,701-750,University of New Mexico,Albuquerque,United States,0.0,12.7,7.2,21.6,32.7,4.4,10.8,77.7,7.7,17346,77.0,23.0,755,48.0,52.0,2073,93.0,7.0
742,701-750,University of Oklahoma,Norman,United States,0.0,9.5,13.2,37.1,16.6,5.6,24.4,71.0,27.0,23692,82.0,18.0,1268,49.0,51.0,1758,87.0,13.0
743,701-750,University of Oregon,Eugene,United States,0.0,17.0,11.9,30.0,14.3,6.3,8.0,55.9,30.2,20387,83.0,17.0,1199,63.0,37.0,1391,94.0,6.0
744,701-750,University of Pecs,Pécs,Hungary,0.0,12.7,8.6,2.7,35.6,62.5,9.1,40.9,16.6,16833,53.0,47.0,3945,30.0,70.0,1633,93.0,7.0
745,701-750,University of Portsmouth,Portsmouth,United Kingdom,0.0,7.9,13.3,17.9,8.4,81.6,73.7,79.0,73.7,24361,84.0,16.0,7148,70.0,30.0,1418,72.0,28.0
746,701-750,University of South Bohemia in České Budějovice,České Budějovice,Czechia,0.0,5.2,2.3,5.0,71.4,0.0,0.0,53.2,10.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
747,701-750,University of South Carolina,Columbia,United States,0.0,15.4,18.5,27.4,11.5,4.4,21.8,81.0,26.3,32884,80.0,20.0,1444,40.0,60.0,2146,95.0,5.0
748,701-750,University of Trieste,Trieste,Italy,0.0,11.8,3.7,52.3,4.5,9.7,6.7,80.2,5.3,16314,58.0,42.0,1287,57.0,43.0,736,95.0,5.0
749,701-750,University of Vermont,Burlington,United States,0.0,3.1,3.4,20.9,52.7,3.5,6.1,48.7,27.7,12118,85.0,15.0,425,69.0,31.0,1173,96.0,4.0
750,701-750,University of Westminster,London,United Kingdom,0.0,11.7,8.3,7.2,6.3,99.9,78.2,41.1,29.8,17571,83.0,17.0,8505,77.0,23.0,919,71.0,29.0
751,701-750,University of the Basque Country,Leioa,Spain,0.0,18.1,5.5,12.8,35.7,4.4,2.7,91.7,9.7,36627,83.0,17.0,1533,36.0,64.0,3488,98.0,2.0
752,701-750,Victoria University,Melbourne,Australia,0.0,7.3,6.4,36.3,2.3,77.2,44.7,52.8,7.8,16178,83.0,17.0,4037,59.0,41.0,507,81.0,19.0
753,701-750,Vilnius Gediminas Technical University (VILNIUS TECH),Vilnius,Lithuania,0.0,9.6,20.6,7.7,36.3,28.9,13.0,44.2,23.9,6750,71.0,29.0,1007,62.0,38.0,737,92.0,8.0
754,701-750,Virginia Commonwealth University,Richmond,United States,0.0,6.9,8.9,15.4,45.9,3.4,13.7,78.0,18.0,25271,78.0,22.0,846,52.0,48.0,2702,92.0,8.0
755,701-750,Zayed University,Abu Dhabi,United Arab Emirates,0.0,11.8,13.9,4.8,25.6,2.1,100.0,41.0,100.0,7748,97.0,3.0,139,93.0,7.0,645,11.0,89.0
756,751-800,Beijing University of Technology,Beijing,China,0.0,7.2,4.2,22.1,41.0,3.2,5.5,25.6,7.4,24870,56.0,44.0,785,57.0,43.0,2544,96.0,4.0
757,751-800,Belarusian National Technical University (BNTU),Minsk,Belarus,0.0,10.9,23.6,1.1,41.6,13.9,2.4,4.8,27.2,17432,97.0,3.0,1727,95.0,5.0,2111,99.0,1.0
758,751-800,CY Cergy Paris University,Paris,France,0.0,3.1,2.3,10.3,36.8,48.3,46.3,43.3,3.5,8757,10.0,90.0,1743,6.0,94.0,874,81.0,19.0
759,751-800,Chonnam National University,Gwangju,South Korea,0.0,9.4,4.8,14.3,41.2,13.1,8.9,32.2,3.5,20697,81.0,19.0,1977,63.0,37.0,2120,94.0,6.0
760,751-800,Chungnam National University,Daejeon,South Korea,0.0,9.7,9.4,9.1,42.5,12.9,7.8,33.0,7.5,18012,87.0,13.0,1704,77.0,23.0,2205,95.0,5.0
761,751-800,Clark University,Worcester,United States,0.0,2.8,2.1,22.0,29.6,59.3,15.9,25.3,56.5,3196,71.0,29.0,723,24.0,76.0,297,91.0,9.0
762,751-800,Dankook University,Seoul,South Korea,0.0,3.2,3.4,3.1,68.6,6.4,4.9,16.5,3.4,23239,89.0,11.0,1379,60.0,40.0,3066,96.0,4.0
763,751-800,Florida International University,Miami,United States,0.0,14.3,24.2,16.0,11.2,13.3,20.9,90.6,14.5,34409,81.0,19.0,3308,75.0,25.0,2293,89.0,11.0
764,751-800,Howard University,Washington D.C.,United States,0.0,5.7,9.9,4.0,56.7,5.0,1.0,22.4,34.3,10294,74.0,26.0,496,62.0,38.0,1125,100.0,0.0
765,751-800,Instituto Politécnico Nacional (IPN),Ciudad de México,Mexico,0.0,20.0,50.9,2.8,9.2,1.2,2.9,60.9,2.9,141583,95.0,5.0,509,52.0,48.0,8537,98.0,2.0
766,751-800,Instituto Tecnológico Autónomo de México (ITAM),Mexico City,Mexico,0.0,14.2,47.4,2.0,11.9,1.7,64.1,5.1,68.7,5275,94.0,6.0,66,79.0,21.0,319,73.0,27.0
767,751-800,Instituto Tecnológico de Buenos Aires (ITBA),Buenos Aires,Argentina,0.0,8.4,24.3,1.7,31.9,14.8,43.2,5.8,36.4,3527,81.0,19.0,362,87.0,13.0,209,79.0,21.0
768,751-800,Keele University,Keele,United Kingdom,0.0,6.1,2.9,24.9,17.7,30.4,54.7,59.8,3.3,9611,87.0,13.0,1475,81.0,19.0,729,78.0,22.0
769,751-800,Lanzhou University,Lanzhou,China,0.0,7.3,1.7,35.3,24.7,1.7,2.7,59.9,4.3,32812,60.0,40.0,391,21.0,79.0,2944,98.0,2.0
770,751-800,Lobachevsky University,Nizhny Novgorod,Russia,0.0,8.1,4.7,2.3,52.8,21.5,2.5,17.8,5.5,16387,77.0,23.0,2076,76.0,24.0,1804,98.0,2.0
771,751-800,"Manipal Academy of Higher Education, Manipal, Karnataka, India",Manipal,India,0.0,7.9,8.9,3.6,51.9,7.6,1.8,46.6,10.7,23600,78.0,22.0,1579,69.0,31.0,2656,99.0,1.0
772,751-800,Memorial University of Newfoundland,St. John's,Canada,0.0,6.2,7.1,28.1,11.9,62.1,27.6,77.0,7.1,16317,80.0,20.0,3808,59.0,41.0,1078,86.0,14.0
773,751-800,Michigan Technological University,Houghton,United States,0.0,4.6,5.6,35.2,28.3,10.8,16.4,45.3,17.5,6319,85.0,15.0,536,10.0,90.0,564,90.0,10.0
774,751-800,Middlesex University,London,United Kingdom,0.0,5.0,5.0,16.3,8.0,98.9,85.2,56.5,9.7,16438,82.0,18.0,7895,81.0,19.0,940,67.0,33.0
775,751-800,Osaka Prefecture University,Osaka City,Japan,0.0,4.9,7.3,9.8,52.6,3.9,4.9,20.4,5.9,7727,76.0,24.0,299,37.0,63.0,875,96.0,4.0
776,751-800,Paris Lodron University of Salzburg,Salzburg,Austria,0.0,8.8,1.1,10.6,7.7,93.1,92.6,68.3,19.1,7183,47.0,53.0,2330,61.0,39.0,1056,63.0,37.0
777,751-800,Philipps-Universität Marburg,Marburg,Germany,0.0,13.8,4.3,33.7,6.9,25.1,18.4,69.2,6.6,23120,81.0,19.0,3193,69.0,31.0,1105,90.0,10.0
778,751-800,Pontificia Universidad Católica de Valparaíso,Valparaíso,Chile,0.0,25.2,25.0,6.6,5.7,1.6,12.3,44.7,4.0,17469,95.0,5.0,221,47.0,53.0,874,92.0,8.0
779,751-800,Riga Technical University,Riga,Latvia,0.0,11.8,22.4,3.0,22.6,57.5,15.9,30.0,15.9,10689,72.0,28.0,2369,54.0,46.0,882,91.0,9.0
780,751-800,Saint Petersburg Electrotechnical University ETU-LETI,St. Petersburg,Russia,0.0,4.1,3.9,1.8,53.4,51.5,5.4,11.0,4.3,8486,73.0,27.0,1756,71.0,29.0,967,96.0,4.0
781,751-800,Shiraz University,Shiraz,Iran,0.0,7.3,6.0,53.4,5.9,1.7,1.1,48.8,26.1,14405,57.0,43.0,175,15.0,85.0,735,100.0,0.0
782,751-800,Syracuse University,Syracuse,United States,0.0,13.6,15.9,17.0,14.6,41.4,5.4,48.9,51.9,19621,73.0,27.0,3573,54.0,46.0,1392,96.0,4.0
783,751-800,Temple University,Philadelphia,United States,0.0,12.6,9.1,19.4,24.7,6.1,4.4,81.2,22.8,32672,75.0,25.0,1863,48.0,52.0,2781,97.0,3.0
784,751-800,Universidad Adolfo Ibáñez,Santiago,Chile,0.0,17.0,58.5,5.2,4.0,4.8,37.8,14.1,17.6,10542,86.0,14.0,491,70.0,30.0,527,83.0,17.0
785,751-800,Universidad Autonoma Chapingo,Texcoco,Mexico,0.0,3.5,2.5,1.4,66.4,1.4,3.1,2.8,7.3,6228,89.0,11.0,47,2.0,98.0,1092,98.0,2.0
786,751-800,Universidad Católica Andres Bello,Caracas City,Venezuela,0.0,24.2,49.7,1.0,3.3,2.5,1.5,0.0,28.5,11987,90.0,10.0,284,20.0,80.0,621,99.0,1.0
787,751-800,Universidad de San Andrés - UdeSA,Buenos Aires,Argentina,0.0,6.0,21.2,2.0,51.0,5.0,8.9,2.1,76.4,2068,75.0,25.0,100,60.0,40.0,231,94.0,6.0
788,751-800,Universidad de la República (Udelar),Montevideo,Uruguay,0.0,22.8,18.7,1.7,22.6,2.9,7.0,42.1,21.9,76215,94.0,6.0,2166,81.0,19.0,6407,95.0,5.0
789,751-800,Universidad del Rosario,Bogotá,Colombia,0.0,13.6,52.0,2.9,19.2,1.6,12.3,22.2,12.3,10692,93.0,7.0,119,87.0,13.0,834,92.0,8.0
790,751-800,Universidade Federal do Rio Grande Do Sul,Porto Alegre,Brazil,0.0,28.5,3.9,11.7,10.0,1.8,2.5,73.8,10.5,40502,69.0,31.0,560,23.0,77.0,3196,98.0,2.0
791,751-800,Universidade de Santiago de Compostela,Santiago de Compostela,Spain,0.0,22.0,7.3,19.5,13.2,5.7,2.0,82.0,17.8,24485,81.0,19.0,1984,37.0,63.0,1678,99.0,1.0
792,751-800,Universitas Padjadjaran (UNPAD),Bandung,Indonesia,0.0,14.6,24.3,1.3,33.4,1.6,23.0,13.7,8.5,31751,78.0,22.0,329,71.0,29.0,3347,88.0,12.0
793,751-800,Universitat Rovira i Virgili,Tarragona,Spain,0.0,6.3,2.1,43.1,17.2,23.6,7.9,82.4,5.3,13695,80.0,20.0,1829,47.0,53.0,1027,95.0,5.0
794,751-800,University Duesseldorf,Düsseldorf,Germany,0.0,12.9,6.6,8.5,37.9,17.1,0.0,66.8,12.9,34913,,,3888,,,3854,,
795,751-800,University of Denver,Denver,United States,0.0,4.9,8.1,12.2,48.2,5.9,2.6,19.2,37.2,8100,61.0,39.0,450,61.0,39.0,1030,98.0,2.0
796,751-800,University of Houston,Houston,United States,0.0,14.4,15.8,35.2,4.4,9.1,6.3,77.2,29.9,38027,84.0,16.0,2880,46.0,54.0,1703,96.0,4.0
797,751-800,University of Hyderabad,Hyderabad,India,0.0,11.4,3.1,38.7,17.8,2.2,2.1,29.7,9.7,5327,0.0,100.0,103,0.0,100.0,405,99.0,1.0
798,751-800,University of Siena,Siena,Italy,0.0,11.9,2.8,42.2,8.3,17.7,2.1,57.5,4.0,12150,54.0,46.0,1380,40.0,60.0,687,99.0,1.0
799,751-800,University of Windsor,Windsor,Canada,0.0,2.8,6.3,57.7,1.7,41.0,0.0,53.6,20.1,13248,83.0,17.0,2429,82.0,18.0,324,,
800,751-800,Université Côte d'Azur,Nice,France,0.0,16.0,2.9,25.9,5.0,42.1,33.4,82.7,2.6,31962,59.0,41.0,5888,49.0,51.0,1592,84.0,16.0
801,751-800,Université de Lille,Lille,France,0.0,25.0,3.7,10.9,4.8,19.3,18.3,92.2,4.6,66590,,,7963,,,3098,90.0,10.0
802,751-800,Université de Sherbrooke,Sherbrooke,Canada,0.0,6.1,11.2,21.0,21.6,9.4,57.4,44.4,10.5,14373,79.0,21.0,1115,37.0,63.0,1168,77.0,23.0
803,751-800,Université de Sousse,Sousse,Tunisia,0.0,2.8,1.0,1.6,71.4,2.4,1.1,21.4,11.7,24999,69.0,31.0,548,30.0,70.0,3297,100.0,0.0
804,801-1000,AGH University of Science and Technology,Krakow,Poland,0.0,8.8,11.8,7.4,33.9,2.5,2.3,64.7,5.4,20811,78.0,22.0,483,54.0,46.0,2193,99.0,1.0
805,801-1000,Karaganda Buketov University,Karaganda,Kazakhstan,0.0,11.5,15.1,1.2,29.1,4.0,13.8,2.1,22.7,13811,93.0,7.0,547,95.0,5.0,1245,91.0,9.0
806,801-1000,"Adam Mickiewicz University, Poznań",Poznań,Poland,0.0,16.1,6.1,5.4,27.2,4.9,7.2,84.4,7.0,30152,61.0,39.0,1436,64.0,36.0,2823,95.0,5.0
807,801-1000,"Ain Shams University in Cairo (ASU, Cairo)",Cairo,Egypt,0.0,20.4,18.6,1.9,9.5,6.3,26.8,72.5,26.8,155929,86.0,14.0,9128,79.0,21.0,10912,87.0,13.0
808,801-1000,Australian Catholic University,Melbourne,Australia,0.0,7.0,11.4,15.0,5.0,49.5,74.1,43.2,4.3,23728,90.0,10.0,4790,85.0,15.0,1127,72.0,28.0
809,801-1000,Bangladesh University of Engineering and Technology,Dhaka,Bangladesh,0.0,14.1,25.2,9.5,21.7,1.1,0.0,11.7,46.8,5021,86.0,14.0,5,100.0,0.0,462,100.0,0.0
810,801-1000,Beijing Foreign Studies University,Beijing,China,0.0,5.0,2.1,1.4,29.5,30.3,22.4,3.6,9.2,10190,67.0,33.0,1559,82.0,18.0,923,88.0,12.0
811,801-1000,Beijing Jiaotong University,Beijing,China,0.0,10.0,4.2,26.0,17.5,11.8,5.7,47.4,11.6,27932,54.0,46.0,2504,78.0,22.0,2111,96.0,4.0
812,801-1000,Beijing University of Chinese Medicine,Beijing,China,0.0,4.4,1.4,6.8,38.0,10.1,0.0,10.7,2.8,11644,,,944,,,0,,
813,801-1000,Beijing University of Posts and Telecommunications,Beijing,China,0.0,2.9,2.0,42.6,10.9,1.9,5.6,24.2,13.6,0,63.0,37.0,366,,,0,,60.0
814,801-1000,Beirut Arab University,Beirut,Lebanon,0.0,9.8,15.9,2.3,14.3,43.5,70.1,17.0,42.6,5857,77.0,23.0,1097,81.0,19.0,561,73.0,27.0
815,801-1000,Bournemouth University,Poole,United Kingdom,0.0,5.2,11.1,21.1,5.9,52.7,77.8,65.2,77.8,15283,84.0,16.0,3206,53.0,47.0,778,71.0,29.0
816,801-1000,Budapest University of Technology and Economics,Budapest,Hungary,0.0,14.6,19.8,8.8,17.0,19.4,2.5,78.7,29.4,18140,68.0,32.0,2176,46.0,54.0,1357,98.0,2.0
817,801-1000,Ca' Foscari University of Venice,Venice,Italy,0.0,17.8,17.1,14.5,4.7,7.9,32.6,47.0,8.4,15318,70.0,30.0,1056,48.0,52.0,778,85.0,15.0
818,801-1000,Catania University,Catania,Italy,0.0,11.4,3.2,33.3,4.6,1.5,1.7,61.4,4.8,25909,60.0,40.0,230,42.0,58.0,1183,99.0,1.0
819,801-1000,Chandigarh University,Mohali,India,0.0,8.6,31.8,1.3,18.7,11.2,24.6,12.2,0.0,27145,85.0,15.0,2741,92.0,8.0,2418,79.0,21.0
820,801-1000,Chang Jung Christian University,Tainan City,Taiwan,0.0,4.6,2.5,1.7,41.8,5.3,6.6,3.3,6.6,7623,95.0,5.0,391,92.0,8.0,794,95.0,5.0
821,801-1000,Charles Sturt University,Thurgoona,Australia,0.0,4.1,7.5,9.6,6.4,93.1,30.1,64.5,30.1,9245,70.0,30.0,3218,17.0,83.0,1060,85.0,15.0
822,801-1000,China University of Mining and Technology,Xuzhou,China,0.0,3.0,1.7,50.2,6.4,0.0,0.0,35.6,9.2,0,74.0,26.0,720,85.0,15.0,0,,35.0
823,801-1000,Clarkson University,Potsdam,United States,0.0,1.0,3.2,39.2,15.9,9.2,49.6,42.9,19.0,4030,73.0,27.0,308,25.0,75.0,295,80.0,20.0
824,801-1000,Clemson University,Clemson,United States,0.0,8.1,16.4,21.0,12.5,5.1,2.1,71.3,12.0,24089,84.0,16.0,1196,9.0,91.0,1619,99.0,1.0
825,801-1000,College of William and Mary,Williamsburg,United States,0.0,8.0,12.4,19.0,30.0,7.6,6.5,34.0,65.9,8709,70.0,30.0,583,55.0,45.0,789,95.0,5.0
826,801-1000,Cracow University of Technology (Politechnika Krakowska),Krakow,Poland,0.0,11.3,25.2,4.1,21.4,2.2,2.3,36.1,6.3,12894,83.0,17.0,256,82.0,18.0,1044,99.0,1.0
827,801-1000,Czech University of Life Sciences in Prague,Prague,Czechia,0.0,10.1,6.2,9.3,8.8,52.4,28.1,85.1,10.0,15889,69.0,31.0,3322,61.0,39.0,943,86.0,14.0
828,801-1000,De La Salle University,Manila,Philippines,0.0,19.1,34.3,4.1,11.5,3.0,2.2,13.2,76.3,12070,73.0,27.0,356,65.0,35.0,788,99.0,1.0
829,801-1000,De Montfort University,Leicester,United Kingdom,0.0,4.7,5.2,6.8,5.9,95.1,73.4,63.4,3.6,24044,86.0,14.0,8768,79.0,21.0,1256,72.0,28.0
830,801-1000,Diponegoro University,Semarang,Indonesia,0.0,15.0,24.2,1.4,13.1,2.6,21.1,13.9,14.2,35688,71.0,29.0,884,47.0,53.0,3650,89.0,11.0
831,801-1000,Donghua University,Shanghai,China,0.0,2.8,1.4,30.2,29.0,3.8,2.5,34.7,2.5,23025,63.0,37.0,869,59.0,41.0,2074,98.0,2.0
832,801-1000,Duy Tan University,Da Nang,Vietnam,0.0,8.8,24.7,19.5,3.9,1.2,37.6,81.8,23.3,25308,99.0,1.0,88,93.0,7.0,1069,83.0,17.0
833,801-1000,Edinburgh Napier University,Edinburgh,United Kingdom,0.0,4.4,4.0,9.4,5.0,88.6,62.7,42.1,9.5,13635,77.0,23.0,4378,50.0,50.0,608,76.0,24.0
834,801-1000,Gdańsk University of Technology,Gdańsk,Poland,0.0,8.5,13.1,11.1,37.3,5.3,3.3,61.8,6.6,11429,80.0,20.0,587,73.0,27.0,1132,98.0,2.0
835,801-1000,Georgia State University,Atlanta,United States,0.0,12.7,19.7,26.1,4.8,6.3,8.5,51.7,16.6,30384,80.0,20.0,1766,40.0,60.0,1416,94.0,6.0
836,801-1000,German Jordanian University,Amman,Jordan,0.0,5.8,9.3,3.8,24.6,17.6,56.1,31.9,54.6,3601,90.0,10.0,408,83.0,17.0,370,84.0,16.0
837,801-1000,Gulf University for Science and Technology,Kuwait City,Kuwait,0.0,7.7,7.1,4.1,8.4,24.9,100.0,6.1,100.0,2415,94.0,6.0,332,94.0,6.0,184,17.0,83.0
838,801-1000,Hacettepe University,Ankara,Turkey,0.0,18.0,18.8,5.4,8.6,2.7,3.1,72.8,15.2,48538,78.0,22.0,1291,65.0,35.0,2929,98.0,2.0
839,801-1000,Harbin Engineering University,Harbin,China,0.0,2.9,1.4,33.7,19.1,2.8,3.4,30.0,6.6,28545,58.0,42.0,783,32.0,68.0,1509,98.0,2.0
840,801-1000,"ITESO, Universidad Jesuita de Guadalajara",Tlaquepaque,Mexico,0.0,5.7,7.7,1.0,44.1,1.6,2.8,2.1,8.5,11100,92.0,8.0,114,64.0,36.0,2482,98.0,2.0
841,801-1000,Indian Institute of Technology Bhubaneswar,Bhubaneswar,India,0.0,3.5,3.8,48.6,16.1,1.0,1.7,11.6,23.3,2498,63.0,37.0,3,0.0,100.0,173,99.0,1.0
842,801-1000,Indiana University–Purdue University Indianapolis,Indianapolis,United States,0.0,8.3,7.1,17.7,20.0,5.4,30.7,42.8,3.8,21619,77.0,23.0,1113,44.0,56.0,1433,85.0,15.0
843,801-1000,Instituto Tecnológico de Santo Domingo (INTEC),Santo Domingo,Dominican Republic,0.0,3.7,8.7,1.1,46.5,3.5,14.7,7.6,31.0,5194,85.0,15.0,184,,,559,,
844,801-1000,International Christian University,Tokyo,Japan,0.0,4.3,12.0,1.7,16.6,14.8,76.4,7.0,33.5,3105,94.0,6.0,319,74.0,26.0,231,71.0,29.0
845,801-1000,Islamic University of Madinah,Madinah,Saudi Arabia,0.0,3.5,3.5,1.3,9.5,100.0,80.7,8.4,4.6,13924,80.0,20.0,12270,82.0,18.0,972,86.0,14.0
846,801-1000,Istanbul University,Istanbul,Turkey,0.0,24.6,15.2,5.4,3.1,17.6,9.2,68.3,29.5,63955,76.0,24.0,7712,68.0,32.0,2418,94.0,6.0
847,801-1000,Jamia Millia Islamia,New Delhi,India,0.0,6.3,3.0,15.4,40.2,2.4,3.9,38.7,7.3,8734,69.0,31.0,193,38.0,62.0,860,97.0,3.0
848,801-1000,Jordan University of Science & Technology,Irbid,Jordan,0.0,16.6,24.7,4.4,15.0,20.0,8.1,54.1,17.6,18613,93.0,7.0,2265,97.0,3.0,1036,96.0,4.0
849,801-1000,Kansas State University,Manhattan,United States,0.0,9.8,10.5,22.6,13.0,7.5,51.5,73.0,17.9,17599,86.0,14.0,1164,40.0,60.0,1173,79.0,21.0
850,801-1000,Kasetsart University,Bangkok,Thailand,0.0,23.2,25.8,2.6,6.9,1.3,6.3,44.4,6.3,68618,88.0,12.0,370,27.0,73.0,3730,95.0,5.0
851,801-1000,Kaunas University of Technology,Kaunas,Lithuania,0.0,11.1,20.3,5.9,31.2,12.7,3.3,62.2,20.2,7521,68.0,32.0,706,56.0,44.0,695,98.0,2.0
852,801-1000,Kazakh-British Technical University,Almaty,Kazakhstan,0.0,11.9,22.4,1.4,25.1,2.7,11.5,7.7,28.8,3876,82.0,18.0,100,59.0,41.0,332,95.0,5.0
853,801-1000,Khon Kaen University,Khon Kaen,Thailand,0.0,15.7,17.4,4.0,9.1,2.6,8.4,39.6,8.4,31540,88.0,12.0,802,49.0,51.0,1916,94.0,6.0
854,801-1000,King Faisal University,Hofuf,Saudi Arabia,0.0,13.2,4.8,2.2,10.8,2.2,99.1,35.4,3.9,29759,94.0,6.0,592,95.0,5.0,2015,54.0,46.0
855,801-1000,King Mongkut's University of Technology Thonburi,Bangkok,Thailand,0.0,13.0,10.0,7.2,14.2,2.7,8.6,26.1,4.4,14062,85.0,15.0,359,25.0,75.0,990,94.0,6.0
856,801-1000,Kyrgyz-Turkish Manas University,Bishkek,Kyrgyzstan,0.0,10.7,7.9,1.6,15.6,29.2,89.5,1.2,1.0,4669,91.0,9.0,700,77.0,23.0,339,65.0,35.0
857,801-1000,Liverpool John Moores University,Liverpool,United Kingdom,0.0,9.4,5.1,15.1,9.4,32.2,48.4,80.4,3.2,23269,86.0,14.0,3684,79.0,21.0,1416,80.0,20.0
858,801-1000,Lodz University of Technology,Lodz,Poland,0.0,5.1,4.1,8.0,39.6,4.1,3.4,59.0,6.5,11508,77.0,23.0,473,65.0,35.0,1161,98.0,2.0
859,801-1000,London Metropolitan University,London,United Kingdom,0.0,5.3,3.3,4.0,5.7,99.9,58.1,14.0,13.6,10667,87.0,13.0,5554,89.0,11.0,443,77.0,23.0
860,801-1000,London South Bank University,London,United Kingdom,0.0,3.0,3.1,5.7,10.0,95.9,68.3,19.0,68.3,14657,82.0,18.0,5467,79.0,21.0,863,74.0,26.0
861,801-1000,Louisiana State University,Baton Rouge,United States,0.0,10.2,11.0,20.6,6.8,4.7,11.1,66.9,18.3,31292,84.0,16.0,1448,32.0,68.0,1916,93.0,7.0
862,801-1000,Loyola University Chicago,Chicago,United States,0.0,8.0,19.1,9.8,22.6,4.0,5.8,29.5,21.0,15572,71.0,29.0,617,65.0,35.0,1285,96.0,4.0
863,801-1000,Lviv Polytechnic National University,Lviv,Ukraine,0.0,8.0,11.5,1.7,47.7,1.8,1.7,15.8,13.2,21062,83.0,17.0,283,75.0,25.0,2289,99.0,1.0
864,801-1000,Manchester Metropolitan University,Manchester,United Kingdom,0.0,10.7,12.4,9.1,9.9,43.0,42.1,73.3,18.2,31503,84.0,16.0,5863,79.0,21.0,1895,82.0,18.0
865,801-1000,Maynooth University,Maynooth,Ireland,0.0,9.8,10.6,10.8,9.0,17.6,87.7,37.7,8.5,11766,84.0,16.0,1335,74.0,26.0,704,66.0,34.0
